"","Nome d'arte","Nome","Sesso","Attività","Paesi.di.prima.pubblicazione","Mercati","Editori","Insegna.presso"
"1656",NA,"Ruggiero, Lorenzo","M","Chine, colori","USA","P","DC Comics, Marvel Comics","Scuola internazionale di Comics - Napoli"
"1657",NA,"Ruju, Pasquale","M","Sceneggiatura","IT","P, GN","Feltrinelli Editore, Sergio Bonelli Editore",NA
"1658",NA,"Rullo, Riccardo","M","Colori","IT","P","Sergio Bonelli Editore",NA
"1659",NA,"Rumiz, Susanna","F","Disegni","IT","GN","Bao Publishing",NA
"1660",NA,"Ruocco, Luca","M","Sceneggiatura","IT","P","Bugs Comics",NA
"1661",NA,"Ruotolo, Fabio","M","Disegni, colori","IT, FR","GN","Éditions Caurette, Lavieri Edizioni","Scuola internazionale di Comics - Torino"
"1662",NA,"Russo, Alessandro","M","Sceneggiatura, disegni","IT","P","Sergio Bonelli Editore",NA
"1663",NA,"Russo, Fabrizio","M","Disegni","IT, FR","P, GN","Petit à Petit, Sergio Bonelli Editore",NA
"1664",NA,"Russo, Luca","M","Autore unico","IT, FR","GN","Editions Mosquito, Mosquito, Tunué","Scuola italiana di Comix (Napoli)"
"1665",NA,"Russo, Luisa","F","Disegni, chine, colori","FR, USA","P, GN","Dark Horse Comics, Éditions Clair de Lune, Éditions du Long Bec, Editions du Signe",NA
"1666",NA,"Russo, Marco","M","Disegni","USA","P","Marvel Comics",NA
"1667",NA,"Russo, Nino","M","Sceneggiatura","IT","P","The Walt Disney Company",NA
"1668",NA,"Ruvidotti, Lucio","M","Autore unico","IT","GN","BD, Feltrinelli Editore",NA
"1669",NA,"Ruzzier, Sergio","M","Autore unico","IT, USA","GN","Topipittori",NA
"1670",NA,"Sabella, Arianna","F","Colori","FR","GN","Éditions Soleil",NA
"1671",NA,"Saccani, Clarissa","F","Lettering","IT","P","Editoriale Cosmo",NA
"1672",NA,"Sacchetti, Franco","M","Autore unico","IT","GN","Round Robin",NA
"1676","Sakka","Sacchi, Roberta","F","Disegni","IT","GN","BeccoGiallo, Star Comics",NA
"1673",NA,"Saccoman, Isacco","M","Disegni","IT, FR","GN","BeccoGiallo, Éditions Dupuis","Scuola internazionale di Comics - Padova"
"1674",NA,"Sada, Marco","M","Disegni","IT","GN","RenBooks","Scuola internazionale di Comics - Padova"
"1675",NA,"Sagramola, Giulia","F","Autrice unica","IT","GN","Bao Publishing, Topipittori",NA
"1677",NA,"Salade, Pierre","M","Sceneggiatura","IT","P","The Walt Disney Company",NA
"1678",NA,"Salati, Giorgio","M","Sceneggiatura","IT","P, GN","Sergio Bonelli Editore, The Walt Disney Company, Tunué","Scuola internazionale di Comics - Milano"
"1679",NA,"Salfo, Federica","F","Disegni","IT","P","The Walt Disney Company",NA
"1680",NA,"Salici, Luca","M","Sceneggiatura","IT","GN","Round Robin",NA
"1681",NA,"Salsi, Lisa","F","Disegni","IT","P","Bugs Comics",NA
"1682",NA,"Salucci, Virginia","F","Autrice unica","IT","GN","Shockdom",NA
"1683",NA,"Salvagnini, Rudy","M","Sceneggiatura","IT","P","The Walt Disney Company",NA
"1684",NA,"Salvagno, Luca","M","Autore unico","IT","P","Arnoldo Mondadori Editore, BeccoGiallo, Mondadori, San Paolo Periodici",NA
"1685",NA,"Salvatori, Mauro","M","Disegni","FR","GN","Éditions Soleil","Scuola di fumetto (Associazione scuola di fumetto - varie sedi)"
"145","Bart","Salvemini, Davide","M","Autore unico","IT","GN","Eris Edizioni, Hoppipolla",NA
"1686",NA,"Sambuco, Samuele","M","Autore unico","IT","GN","Hazard Edizioni",NA
"1687",NA,"Sammarco, Nicola","M","Disegni","IT","P","The Walt Disney Company",NA
"1688",NA,"Sammartino, Lucio","M","Sceneggiatura","IT","P","Sergio Bonelli Editore",NA
"1689",NA,"Sanapo, Maria Laura","F","Disegni, chine","USA","P","DC Comics, Dynamite Entertainment","Scuola internazionale di Comics - Firenze"
"1690",NA,"Sanfelice, Marina","F","Lettering","IT","P","Sergio Bonelli Editore",NA
"1691",NA,"Sanna, Alessandro","M","Autore unico","IT","GN","Coconino Press",NA
"1692",NA,"Sansone, Giuseppe","M","Sceneggiatura, disegni","IT","P","The Walt Disney Company","Grafite - Scuola di grafica e fumetto (Taranto)"
"1693",NA,"Sansone, Vincenzo","M","Disegni","USA","P","Approbation Comics, Dead Canary Comics, Rio Bravo Comics, TidalWave Productions",NA
"1694",NA,"Santagati, Federico","M","Disegni","USA","P","Marvel Comics",NA
"1695",NA,"Santaniello, Matteo","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"1696",NA,"Santarelli, Dario","M","Colori","IT","P","Sergio Bonelli Editore",NA
"1697",NA,"Santarelli, Stefano","M","Sceneggiatura","IT","P","Sergio Bonelli Editore","SRF - Scuola Romana dei Fumetti"
"1698",NA,"Santi, Francesca","F","Sceneggiatura","IT","GN","BD",NA
"1699",NA,"Santi, Vittorio","M","Disegni","IT","GN","BeccoGiallo","Scuola internazionale di Comics - Brescia"
"1700",NA,"Santoni, Manuela","F","Autrice unica","IT","GN","BeccoGiallo","Pencil ART (Bari)"
"1701",NA,"Santoro, Alessandro","M","Colori","IT","GN","Magazzini Salani, Magic Press Edizioni",NA
"1702",NA,"Santoro, Stefano","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"1703",NA,"Santucci, Giorgio","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"1704",NA,"Santucci, Marco","M","Disegni","IT, USA","P","DC Comics, Marvel Comics, Panini Comics, Sergio Bonelli Editore",NA
"1705",NA,"Saponti, Luca","M","Disegni, colori","IT, FR","P, GN","Éditions Glenat, Éditions Soleil, Sergio Bonelli Editore",NA
"1706",NA,"Sarchione, Antonio","M","Disegni","FR","GN","Éditions Delcourt",NA
"1707",NA,"Sarda, Bruno","M","Sceneggiatura","IT","P","The Walt Disney Company",NA
"1708",NA,"Sardano, Cisco","M","Autore unico","IT","GN","BeccoGiallo",NA
"1709",NA,"Sardina, Toni","M","Sceneggiatura","IT","GN","Ex Libris",NA
"1710",NA,"Saresin, Francesco","M","Autore unico","IT","GN","Canicola Edizioni",NA
"1711",NA,"Sarritzu, Martina","F","Disegni","IT","GN","Canicola Edizioni",NA
"1712",NA,"Sartor, Cristiano","M","Disegni","IT","GN","Edizioni INKiostro",NA
"1713",NA,"Sartori, Leonora","F","Sceneggiatura","IT","GN","BeccoGiallo",NA
"1714",NA,"Sartori, Lorenzo","M","Autore unico","IT","GN","Tunué","Scuola superiore d'arte applicata (Milano)"
"1715",NA,"Saudelli, Franco","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"1716",NA,"Savegnago, Marco","M","Sceneggiatura","IT","P","Bugs Comics",NA
"1904","Tutte le mele di Annie","Savi, Valentina","F","Autrice unica","IT","GN","BeccoGiallo",NA
"1717",NA,"Saviane, Martina","F","Colori","IT","P","Sergio Bonelli Editore",NA
"1718",NA,"Savini, Alberto","M","Sceneggiatura, lettering","IT","P","The Walt Disney Company",NA
"1719",NA,"Savino, Francesco","M","Autore unico","IT","GN","Bao Publishing, Shockdom",NA
"1721",NA,"Scagni, Stefano","M","Disegni","IT","GN","ReNoir Comics",NA
"1722",NA,"Scalco, Oskar","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"1723",NA,"Scalera, Matteo","M","Disegni","IT, USA","P, GN","Bao Publishing, BOOM! Studios, Marvel Comics, Panini Comics, SaldaPress",NA
"1724",NA,"Scali, Marco","M","Sceneggiatura","IT","P","Bugs Comics",NA
"1725",NA,"Scalzo, Alessandro","M","Sceneggiatura","USA","P","Dynamite Entertainment",NA
"1726",NA,"Scarduelli, Giovanni","M","Autore unico, disegni","IT","GN","BeccoGiallo, Centauria, La Stampa",NA
"1727",NA,"Scarnera, Pietro","M","Autore unico","IT","GN","Coconino Press, Comma 22",NA
"1728",NA,"Scarpa, Laura","F","Autrice unica","IT, FR","GN","ComicOut, Éditions Delcourt",NA
"1729",NA,"Scascitelli, Sandro","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"1730",NA,"Schiavon, Firas","M","Sceneggiatura","IT","GN","Edizioni INKiostro",NA
"1731",NA,"Schiavone, Alberto","M","Sceneggiatura","IT","GN","BD",NA
"1732",NA,"Schiti, Valerio","M","Disegni","IT, USA","P","Marvel Comics, Panini Comics",NA
"1733",NA,"Sciaccaluga, Giulio","M","Autore unico","IT","GN","Shockdom",NA
"1734",NA,"Sciarrone, Claudio","M","Disegni","IT","P","The Walt Disney Company",NA
"1735",NA,"Sclavi, Tiziano","M","Sceneggiatura","IT","P, GN","Feltrinelli Editore, Sergio Bonelli Editore, The Walt Disney Company",NA
"1736",NA,"Scolari, Silvano","M","Colori","IT, FR","P, GN","Les Humanoides Associes, The Walt Disney Company","Scuola internazionale di Comics - Reggio Emilia"
"1737",NA,"Scomparsa (Scomparin), Roberta","F","Autrice unica","IT","GN","Canicola Edizioni, Coconino Press",NA
"1738",NA,"Scoppetta, Andrea","M","Disegni, colori","IT, FR","P, GN","Éditions Soleil, Lavieri Edizioni, The Walt Disney Company","Scuola italiana di Comix (Napoli), La scuola del fumetto (Cosenza)"
"1739",NA,"Scornaienchi, Luca","M","Sceneggiatura","IT","GN","Round Robin","La scuola del fumetto (Cosenza)"
"1740",NA,"Scotto, Lavina Zulema","F","Disegni","FR, USA","P, GN","Dark Horse Comics, Petit à Petit",NA
"1741",NA,"Scozzari, Filippo","M","Autore unico","IT","GN","Coconino Press",NA
"1742",NA,"Scuderi, Flavia","F","Sceneggiatura, disegni","IT","P","The Walt Disney Company",NA
"1743",NA,"Secchi, Riccardo","M","Sceneggiatura","IT","P","Sergio Bonelli Editore, The Walt Disney Company",NA
"1744",NA,"Seccia, Raffaella","F","Chine","IT","P","The Walt Disney Company",NA
"1745",NA,"Sedioli, Gianni","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"1746",NA,"Segala, Francesco","M","Colori","IT, USA","P, GN","BeccoGiallo, BOOM! Studios, Bugs Comics, Magic Press Edizioni",NA
"1747",NA,"Semeraro, Raffaele","M","Chine","USA","P","Storm King Comics, Titan Comics",NA
"1748",NA,"Sena, Mariangela","F","Sceneggiatura","IT","GN","Kleiner Flug",NA
"1749",NA,"Sepe, Antonio","M","Sceneggiatura","IT","GN","Remer Comics",NA
"1750",NA,"Sergi, Rossella","F","Autrice unica","IT","GN","Shockdom",NA
"1751",NA,"Serio, Andrea","M","Autore unico","IT","GN","Kleiner Flug, Oblomov Edizioni","Scuola internazionale di Comics - Torino"
"1752",NA,"Serpieri, Paolo Eleuteri","M","Disegni","FR","GN","Éditions Glenat, Mosquito",NA
"1753",NA,"Serra, Antonio","M","Sceneggiatura","IT","P","Sergio Bonelli Editore",NA
"1754",NA,"Setola, Michelangelo","M","Autore unico","IT","GN","Canicola Edizioni",NA
"1755",NA,"Settimo, Andrea","M","Autore unico, disegni","IT, FR","GN","Coconino Press, Edizioni Zanetti, Rizzoli Lizard, Sarbacane",NA
"1756",NA,"Sfascia, Federico","M","Disegni","IT","GN","Kleiner Flug",NA
"1757",NA,"Sforza, Antonio","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"1758",NA,"Sgarzi, Antonella","F","Sceneggiatura","IT","P","The Walt Disney Company",NA
"1759",NA,"Sguanci, Elisa","F","Colori","IT","P","Sergio Bonelli Editore",NA
"1760",NA,"Sicchio, Dario","M","Sceneggiatura","IT","P","Star Comics",NA
"1761",NA,"Sicomoro, Eugenio","M","Disegni","FR","GN","Éditions Delcourt, Éditions Dupuis, Éditions Glenat","SRF - Scuola Romana dei Fumetti"
"1817","Sudario Brando","Siena, Francesco","M","Disegni","IT","P","Alias - il Manifesto, Sergio Bonelli Editore","NID - Nuovo Istituto Design (Perugia)"
"829","Fumettibrutti","Signorelli, Josephine Yole","F","Autrice unica","IT","GN","BeccoGiallo, Diabolo Edizioni, Feltrinelli Editore, Linus",NA
"1839","Tauro","Silvestri, Antonio","M","Sceneggiatura","IT","GN","Shockdom, Tunué",NA
"1762","Silver","Silvestri, Guido","M","Autore unico","IT","P","COMICON Edizioni, Panini Comics",NA
"1763",NA,"Silvi, Cristiano","M","Sceneggiatura","IT","GN","Tunué",NA
"1764",NA,"Simeone, Stefano","M","Autore unico, disegni, colori","IT, USA","P, GN","Bao Publishing, IDW Publishing, Sergio Bonelli Editore, The Walt Disney Company","SRF - Scuola Romana dei Fumetti"
"1765",NA,"Simeoni, Gigi","M","Sceneggiatura, disegni","IT","P","Sergio Bonelli Editore","Scuola internazionale di Comics - Brescia"
"1766",NA,"Simeoni, Manuel","M","Disegni","USA","P","DC Comics, IDW Publishing","Scuola internazionale di Comics - Roma"
"1767",NA,"Simeoni, Stefano","M","Disegni","IT, FR","P, GN","Éditions Delcourt, The Walt Disney Company",NA
"1768",NA,"Simonacci, Matteo","M","Disegni","FR","GN","Éditions Soleil, Marabout",NA
"1769",NA,"Simone, Simona","F","Disegni","IT","GN","Edizioni INKiostro",NA
"1770",NA,"Simoni, Matilde","F","Disegni","IT","GN","Barta Edizioni, BeccoGiallo",NA
"1771",NA,"Siniscalchi, Luigi","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"1773",NA,"Sisti, Alessandro","M","Sceneggiatura","IT","P","The Walt Disney Company","Scuola internazionale di Comics - Genova"
"1774",NA,"Sisto, Ezio","M","Sceneggiatura","IT","P","The Walt Disney Company",NA
"1073","Lumi Niemi","Siviero, Francesca","F","Autrice unica","IT","GN","Mangasenpai",NA
"1775",NA,"Socal, Alice","F","Autrice unica","IT, DE","GN","Canicola Edizioni, Coconino Press, Eris Edizioni, MalEdizioni, Rotopol Press",NA
"1776",NA,"Soffritti, Donald","M","Disegni","IT","P","The Walt Disney Company","Corso di fumetto - Arena del Fumetto (Bologna)"
"1777",NA,"Soldati, Giampaolo","M","Disegni","IT","P","The Walt Disney Company",NA
"1778",NA,"Soldatich, Cristiano","M","Disegni","IT","GN","Shockdom",NA
"1779",NA,"Solinas, Antonio","M","Sceneggiatura","IT","GN","BeccoGiallo",NA
"1780",NA,"Sommacal, Giorgio","M","Disegni","IT","P","ReNoir Comics, Sbam! Comics, Sergio Bonelli Editore","Scuola superiore d'arte applicata (Milano)"
"1782",NA,"Sonseri, Marco","M","Disegni","FR","GN","Éditions Clair de Lune",NA
"1783",NA,"Sorrentino, Andrea","M","Disegni","IT, USA","P","DC Comics, Marvel Comics, Panini Comics",NA
"1784",NA,"Sostegni, Dario","M","Autore unico","IT","GN","Canicola Edizioni",NA
"1785",NA,"Sotgiu, Luca","M","Disegni","FR","GN","Éditions Soleil",NA
"1786",NA,"Spada, Dante","M","Disegni","IT","P","Sergio Bonelli Editore","Pencil ART (Bari)"
"1787",NA,"Spadavecchia, Cristiano","M","Disegni","IT","P","Sergio Bonelli Editore","Scuola di fumetti di Asti"
"1788",NA,"Spadoni, Cristiano","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"1789",NA,"Spagnoli, Cristina","F","Sceneggiatura, disegni, colori","IT","P","The Walt Disney Company",NA
"2023","Zuzu","Spagnulo, Giulia","F","Autrice unica","IT","GN","Coconino Press",NA
"1790",NA,"Spalletta, Giorgio","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"1791","Spampino","Spampanato, Jacopo","M","Autore unico","IT","GN","Edizioni NPE",NA
"1792",NA,"Spano, Samuel","M","Disegni","IT","P","Editoriale Cosmo, Sergio Bonelli Editore, The Walt Disney Company",NA
"1793",NA,"Spataro, Alessio","M","Autore unico","IT","GN","Bao Publishing, Shockdom",NA
"1794",NA,"Speca, Silvio","F","Disegni","IT","P","The Walt Disney Company","Scuola internazionale di Comics - Pescara"
"1795",NA,"Spreafico, Viviana","F","Lettering","IT","P","Sergio Bonelli Editore",NA
"1797",NA,"Squarcio, Boris","M","Disegni","IT","GN","Edizioni NPE",NA
"1799",NA,"Stabile, Vito","M","Sceneggiatura","IT","P","The Walt Disney Company",NA
"1800",NA,"Staiano, Lucio","M","Sceneggiatura","IT","GN","Shockdom",NA
"1801",NA,"Staltari, Gianfranco","M","Sceneggiatura","IT","GN","Cut Up Publishing",NA
"1802",NA,"Stamboulis, Elettra","F","Sceneggiatura","IT","GN","BeccoGiallo",NA
"1803",NA,"Stano, Angelo","M","Disegni, colori","IT","P","Sergio Bonelli Editore","Scuola internazionale di Comics - Milano"
"1804",NA,"Starace, Alessandro","M","Sceneggiatura","IT","GN","Mangasenpai",NA
"1805",NA,"Starace, Jacopo","M","Autore unico","IT","GN","Eris Edizioni",NA
"1806",NA,"Stassi, Claudio","M","Autore unico, disegni","IT, FR","GN","Bao Publishing, Rizzoli Lizard",NA
"1807",NA,"Statella, Daniele","M","Disegni","IT","P","Sergio Bonelli Editore","Università Popolare di Vercelli (Corso di fumetto)"
"1808",NA,"Stella, Cristina","F","Chine","IT","P","The Walt Disney Company",NA
"1809",NA,"Stella, Mariateresa","F","Disegni","IT","GN","BeccoGiallo",NA
"1810",NA,"Stellato, Lucilla","F","Disegni","IT","P","Sergio Bonelli Editore",NA
"1811",NA,"Storai, Niccolò","M","Autore unico","IT","GN","Rizzoli Lizard, Tunué",NA
"1812",NA,"Storer, Agnese","F","Disegni","IT","P","Astorina",NA
"1813",NA,"Storino, Sara","F","Disegni","IT","P","The Walt Disney Company",NA
"1814",NA,"Stroppi, Laura","F","Autrice unica","IT","GN","Sbam! Comics",NA
"1815",NA,"Strukul, Matteo","M","Sceneggiatura","IT","GN","Feltrinelli Editore",NA
"1818",NA,"Surian, Alessio","M","Sceneggiatura","IT","GN","BeccoGiallo",NA
"1819",NA,"Surroz, Mattia","M","Disegni","IT","P, GN","Sergio Bonelli Editore, Shockdom, The Walt Disney Company","Scuola internazionale di Comics - Torino, IED - Istituto Europeo di Disegni (Torino)"
"1820",NA,"Susi, Lorenzo","M","Disegni","IT","GN","Shockdom",NA
"1821",NA,"Susini, Arjuna","F","Disegni","IT","P","AfterShock Comics, Sergio Bonelli Editore","Scuola internazionale di Comics - Firenze"
"1822",NA,"Tabbi, Salvatore","M","Disegni, chine","IT, USA","P","Sergio Bonelli Editore, Zenescope",NA
"1823",NA,"Tabilio, Marco","M","Autore unico","IT","GN","BeccoGiallo",NA
"1824",NA,"Taboni, Roberta","F","Autrice unica","IT","GN","BeccoGiallo",NA
"1825",NA,"Taddei, Marco","M","Sceneggiatura","IT","GN","Coconino Press, Panini Comics",NA
"1826",NA,"Talami, Alberto","M","Autore unico","IT","GN","BeccoGiallo",NA
"1827",NA,"Talami, Giovanni","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"1828",NA,"Talarico, Mauro","M","Autore unico","IT","GN","001 Edizioni","Scuola internazionale di Comics - Roma"
"1829",NA,"Tallarico, Dario","M","Sceneggiatura, disegni","IT","P","Bugs Comics",NA
"1830",NA,"Tamagnini, Marco","M","Sceneggiatura","IT","GN","BeccoGiallo",NA
"1831",NA,"Tamburo, Nico","M","Disegni","FR","GN","Éditions Soleil",NA
"1832",NA,"Tamiazzo, Stefano","M","Disegni","IT, FR","GN","Éditions Paquet, ReNoir Comics","Scuola internazionale di Comics - Padova"
"1833",NA,"Tanfani, Laura","F","Autrice unica","IT","GN","BeccoGiallo",NA
"1834",NA,"Tani, Paolo","M","Disegni","IT","P","Astorina",NA
"1835",NA,"Tanzillo, Emiliano","M","Disegni, colori","IT, FR","P, GN","Éditions Delcourt, Sergio Bonelli Editore","SRF - Scuola Romana dei Fumetti"
"1836",NA,"Tarantino, Corso","M","Autore unico","IT","GN","Kleiner Flug",NA
"1837",NA,"Tarquini, Marco","M","Disegni","IT","GN","Shockdom",NA
"1838",NA,"Tatoli, Francesco","M","Autore unico","IT","GN","Edizioni INKiostro",NA
"1840",NA,"Tedeschi, Roberta","F","Disegni, chine","IT","P","Rainbow/Tridimensional",NA
"1841",NA,"Tempesta, Adam","M","Autore unico","IT","GN","Eris Edizioni",NA
"1842",NA,"Tenderini, Emanuele","M","Disegni, colori","IT, FR","P, GN","Éditions Delcourt, Les Humanoides Associes, Panini Comics",NA
"1843",NA,"Tentori Montalto, Andrea","M","Colori","IT","GN","Edizioni INKiostro",NA
"1844",NA,"Tenuta, Saverio","M","Sceneggiatura, disegni","FR","GN","Les Humanoides Associes",NA
"1845",NA,"Terracciano, Paolo","M","Sceneggiatura","IT","P","Sergio Bonelli Editore","Scuola italiana di Comix (Napoli)"
"1846",NA,"Tessier, Clara","F","Disegni","IT, USA","P","DC Comics, Marvel Comics, Panini Comics",NA
"1847",NA,"Testa, Matteo","M","Disegni","IT","P","The Walt Disney Company",NA
"828","Fumeddy","Testi, Edoardo","M","Autore unico","IT","GN","Shockdom",NA
"1848",NA,"Testi, Francesco","M","Sceneggiatura","IT","P","Sergio Bonelli Editore",NA
"1851",NA,"Ticci, Giovanni","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"1852",NA,"Tieri, Luca","M","Autore unico","IT","GN","Coconino Press",NA
"1853",NA,"Timpano, Giovanni","M","Disegni","IT, USA","P, GN","Edizioni INKiostro, IDW Publishing, Image Comics",NA
"1854",NA,"Tino, Giorgio","M","Autore unico","IT","GN","Comix, Manfont",NA
"1855",NA,"Tinti, Gabriele","M","Sceneggiatura","IT","GN","Edizioni NPE",NA
"1856",NA,"Tirasso, Ste","M","Autore unico","IT","GN","Bao Publishing",NA
"1798","Squaz","Todisco, Pasquale","M","Autore unico","IT","GN","Arnoldo Mondadori Editore, Coconino Press, Diabolo Edizioni, Eris Edizioni, Mondadori","Scuola internazionale di Comics - Milano"
"1857",NA,"Toffanetti, Romeo","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"1858",NA,"Toffolo, Davide","M","Autore unico","IT","P, GN","Bao Publishing, Coconino Press, Oblomov Edizioni, Panini Comics, Rizzoli Lizard",NA
"1859",NA,"Toma, Elena","F","Autrice unica, disegni","IT, FR","GN","H2T - L'Hydre, Shockdom",NA
"1860",NA,"Tommasini, Deborah","F","Autrice unica","IT","GN","BeccoGiallo",NA
"1862",NA,"Tonello, Giada","F","Autrice unica","IT","GN","BD",NA
"1863",NA,"Tonello, Martina","F","Autrice unica","IT","GN","Hoppipolla",NA
"1864",NA,"Tonetto, Fabio","M","Autore unico","IT","GN","Eris Edizioni","IED - Istituto Europeo di Disegni (Torino)"
"1865",NA,"Toninelli, Marcello","M","Autore unico","IT","P","Periodici San Paolo, Shockdom",NA
"1866",NA,"Toraldo, Manfredi","M","Sceneggiatura","IT","GN","Shockdom","Scuola internazionale di Comics - Genova/Torino"
"1867",NA,"Torchio, Luisa","F","Autrice unica","IT","GN","Tunué",NA
"1868",NA,"Tordi, Simone","M","Sceneggiatura","IT","GN","BeccoGiallo",NA
"1869",NA,"Torricelli, Marco","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"1870",NA,"Torti, Marco","M","Sceneggiatura","IT","GN","Shockdom",NA
"1871",NA,"Torti, Riccardo","M","Disegni","IT","P","Editoriale Cosmo, Sergio Bonelli Editore",NA
"1872",NA,"Torti, Rodolfo","M","Disegni","IT","P","Sergio Bonelli Editore","Scuola internazionale di Comics - Roma"
"1873",NA,"Toso Fei, Alberto","M","Sceneggiatura","IT","GN","Round Robin",NA
"1874",NA,"Toso, Angelo","M","Sceneggiatura","IT","GN","Shockdom",NA
"1875",NA,"Tosolini, Nicola","M","Disegni","IT","P","The Walt Disney Company",NA
"1876",NA,"Tota, Alessandro","M","Autore unico, sceneggiatura","IT, FR","GN","Coconino Press, Cornélius, Dargaud, Futuropolis, L'école des Loisirs, Oblomov Edizioni",NA
"1877",NA,"Traina, Giusto","M","Disegni","FR","GN","Éditions Glenat",NA
"1878",NA,"Traini, Giacomo Taddeo","M","Autore unico","IT","GN","BeccoGiallo",NA
"1879",NA,"Traisci, Paolo","M","Disegni","FR","GN","Éditions Glenat",NA
"999","La Tram","Tramutoli, Margherita","F","Autrice unica","IT","GN","BeccoGiallo, Feltrinelli Editore, Kleiner Flug","The Sign - Comics & Arts Academy (Firenze)"
"1880",NA,"Trapani, Annalisa","F","Sceneggiatura","IT","GN","Einaudi",NA
"1881",NA,"Travaglini, Massimo","M","Colori","FR","GN","Éditions Delcourt, Éditions Soleil",NA
"1882",NA,"Traversi, Ilaria","F","Colori","IT, USA","P, GN","IDW Publishing, ReNoir Comics","Scuola internazionale di Comics - Roma"
"1883",NA,"Treccani, Mirko","M","Disegni","IT","P","ReNoir Comics, Sergio Bonelli Editore",NA
"1884",NA,"Trerè, Fabiana","F","Disegni","IT","P","Sergio Bonelli Editore",NA
"1885",NA,"Trevisan, Giorgio","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"1886",NA,"Trevisanello, Liri","F","Sceneggiatura","IT","GN","BeccoGiallo",NA
"1887",NA,"Tridico, Andrea","M","Autore unico","IT","GN","Shockdom",NA
"1888","Trif","Trifogli, Francesco","M","Disegni","FR","GN","Les Humanoides Associes, Petit à Petit, Tabou",NA
"1889",NA,"Trinchero, Giorgio","M","Sceneggiatura","IT, FR","GN","Éditions Soleil, Rizzoli Lizard",NA
"1890",NA,"Triolo, Elena","F","Autrice unica, disegni","IT","GN","BD, Hop Edizioni",NA
"1891",NA,"Troiano, Enzo","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"1892",NA,"Trono, Walter","M","Disegni","IT","P","It Comics, Sergio Bonelli Editore","Scuola internazionale di Comics - Torino"
"1893",NA,"Truccone, Lucia","F","Lettering","IT","P","Panini Comics",NA
"1894",NA,"Truttero, Veronica","F","Disegni","IT","GN","Sinnos",NA
"1895",NA,"Tso, Simone","M","Autore unico","IT","GN","Einaudi",NA
"1896",NA,"Tuis, Omar","M","Lettering","IT","P","Sergio Bonelli Editore",NA
